PRCE_REG_YMD,MRKT_ESNT_NO,MRKT_CODE,MRKT_NM,CTNP_CODE,CTNP_NM,SGGU_CODE,SGGU_NM,PDLT_CODE,PDLT_NM,SPCS_CODE,SPCS_NM,WSRT_EXMN_SE_CODE,EXMN_SE_NM,BULK_GRAD_CODE,BULK_GRAD_NM,PDLT_PRCE,WHSL_SMT_UNIT_MG,WHSL_SMT_UNIT_NM,RTSL_SMT_UNIT_MG,RTSL_SMT_UNIT_NM,EVFD_FMPD_SMT_UNIT_MG,EVFD_FMPD_SMT_UNIT_NM,DCNT_PRCE_YN,ETL_LDG_DT
20240326,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,32600,10.0,kg,10.0,개,10.0,개,N,20240410070524
20240327,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,32600,10.0,kg,10.0,개,10.0,개,N,20240411070522
20240328,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,32600,10.0,kg,10.0,개,10.0,개,N,20240412070542
20240329,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,32600,10.0,kg,10.0,개,10.0,개,N,20240413070523
20240401,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,32600,10.0,kg,10.0,개,10.0,개,N,20240416070514
20240402,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,33800,10.0,kg,10.0,개,10.0,개,N,20240417070513
20240403,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,33800,10.0,kg,10.0,개,10.0,개,N,20240418070530
20240404,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,33800,10.0,kg,10.0,개,10.0,개,N,20240419070512
20240405,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,33800,10.0,kg,10.0,개,10.0,개,N,20240420070512
20240408,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,33800,10.0,kg,10.0,개,10.0,개,N,20240423070541
20240409,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,31100,10.0,kg,10.0,개,10.0,개,N,20240424070521
20240411,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,31100,10.0,kg,10.0,개,10.0,개,N,20240426070525
20240412,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,29200,10.0,kg,10.0,개,10.0,개,N,20240427070548
20240415,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,29200,10.0,kg,10.0,개,10.0,개,N,20240430070532
20240416,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,30300,10.0,kg,10.0,개,10.0,개,N,20240501070528
20240417,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,30300,10.0,kg,10.0,개,10.0,개,N,20240502070559
20240418,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,30300,10.0,kg,10.0,개,10.0,개,N,20240503070523
20240419,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,31300,10.0,kg,10.0,개,10.0,개,N,20240504070522
20240422,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,31300,10.0,kg,10.0,개,10.0,개,N,20240507070525
20240423,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,32500,10.0,kg,10.0,개,10.0,개,N,20240508070624
20240424,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,34000,10.0,kg,10.0,개,10.0,개,N,20240509070535
20240425,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,34000,10.0,kg,10.0,개,10.0,개,N,20240510070557
20240426,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,34000,10.0,kg,10.0,개,10.0,개,N,20240511070530
20240429,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,36500,10.0,kg,10.0,개,10.0,개,N,20240514070607
20240430,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,34100,10.0,kg,10.0,개,10.0,개,N,20240515070520
20240502,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,34100,10.0,kg,10.0,개,10.0,개,N,20240517070526
20240503,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,26800,10.0,kg,10.0,개,10.0,개,N,20240518070528
20240507,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,25100,10.0,kg,10.0,개,10.0,개,N,20240522070536
20240508,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,25100,10.0,kg,10.0,개,10.0,개,N,20240523070554
20240509,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,23500,10.0,kg,10.0,개,10.0,개,N,20240524070546
20240510,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,23500,10.0,kg,10.0,개,10.0,개,N,20240525070546
20240513,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,23300,10.0,kg,10.0,개,10.0,개,N,20240528070601
20240514,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,20300,10.0,kg,10.0,개,10.0,개,N,20240529070534
20240516,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,20000,10.0,kg,10.0,개,10.0,개,N,20240531070600
20240517,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,20000,10.0,kg,10.0,개,10.0,개,N,20240601070544
20240520,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,18800,10.0,kg,10.0,개,10.0,개,N,20240604020620
20240521,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,18800,10.0,kg,10.0,개,10.0,개,N,20240605070543
20240522,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,18800,10.0,kg,10.0,개,10.0,개,N,20240606070544
20240523,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17200,10.0,kg,10.0,개,10.0,개,N,20240607070559
20240524,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17200,10.0,kg,10.0,개,10.0,개,N,20240608070554
20240527,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17200,10.0,kg,10.0,개,10.0,개,N,20240611070557
20240528,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,16500,10.0,kg,10.0,개,10.0,개,N,20240612070550
20240529,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,16500,10.0,kg,10.0,개,10.0,개,N,20240613070605
20240530,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,16500,10.0,kg,10.0,개,10.0,개,N,20240614070543
20240531,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,16500,10.0,kg,10.0,개,10.0,개,N,20240615070558
20240603,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17200,10.0,kg,10.0,개,10.0,개,N,20240618070553
20240604,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17700,10.0,kg,10.0,개,10.0,개,N,20240619070544
20240607,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17700,10.0,kg,10.0,개,10.0,개,N,20240622070550
20240610,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,17700,10.0,kg,10.0,개,10.0,개,N,20240625072132
20240611,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,15700,10.0,kg,10.0,개,10.0,개,N,20240626070553
20240612,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,15700,10.0,kg,10.0,개,10.0,개,N,20240627070548
20240613,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,15700,10.0,kg,10.0,개,10.0,개,N,20240628070549
20240614,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,14600,10.0,kg,10.0,개,10.0,개,N,20240629070612
20240617,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,14600,10.0,kg,10.0,개,10.0,개,N,20240702070604
20240618,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,14200,10.0,kg,10.0,개,10.0,개,N,20240703070603
20240619,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,14200,10.0,kg,10.0,개,10.0,개,N,20240704070555
20240620,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,14200,10.0,kg,10.0,개,10.0,개,N,20240705070614
20240621,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,13600,10.0,kg,10.0,개,10.0,개,N,20240706070547
20240624,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,13600,10.0,kg,10.0,개,10.0,개,N,20240709070559
20240625,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,13000,10.0,kg,10.0,개,10.0,개,N,20240710070548
20240626,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,13000,10.0,kg,10.0,개,10.0,개,N,20240711070550
20240627,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,13000,10.0,kg,10.0,개,10.0,개,N,20240712070604
20240628,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,12500,10.0,kg,10.0,개,10.0,개,N,20240713070620
20240701,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,12500,10.0,kg,10.0,개,10.0,개,N,20240716070551
20240702,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,11600,10.0,kg,10.0,개,10.0,개,N,20240717070557
20240703,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,11600,10.0,kg,10.0,개,10.0,개,N,20240718070551
20240704,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,11600,10.0,kg,10.0,개,10.0,개,N,20240719070556
20240705,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,11600,10.0,kg,10.0,개,10.0,개,N,20240720070714
20240708,101,350001,남부,35,전북,3511,전주,222,참외,0,참외,1,소매,4,상품,11600,10.0,kg,10.0,개,10.0,개,N,20240723120613
