PRCE_REG_YMD,MRKT_ESNT_NO,MRKT_CODE,MRKT_NM,CTNP_CODE,CTNP_NM,SGGU_CODE,SGGU_NM,PDLT_CODE,PDLT_NM,SPCS_CODE,SPCS_NM,WSRT_EXMN_SE_CODE,EXMN_SE_NM,BULK_GRAD_CODE,BULK_GRAD_NM,PDLT_PRCE,MTC_SMT_UNIT_MG,MTC_SMT_UNIT_NM,WHSL_SMT_UNIT_MG,WHSL_SMT_UNIT_NM,DCNT_PRCE_YN,ETL_LDG_DT
20240823,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240909011534
20240826,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240910110037
20240827,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240911120047
20240828,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240912110028
20240829,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240913110049
20240830,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240919103028
20240902,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240919073113
20240903,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240919100018
20240904,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240920121525
20240905,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240920110108
20240906,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240924020040
20240909,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240924110028
20240910,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,48300,,,10.0,kg,N,20240925110046
20240911,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20240926120046
20240912,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20240927120023
20240913,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20240930011540
20240919,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241004110042
20240920,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241007011552
20240923,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241008120111
20240924,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241010011535
20240925,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241010110045
20240926,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241011110038
20240927,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241014123600
20240930,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241016011602
20241002,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241017110043
20241004,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241021011538
20241007,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241023013040
20241008,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241023110036
20241010,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241025110049
20241011,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241028010101
20241014,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241029110052
20241015,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241030110107
20241016,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241031020130
20241017,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,50000,,,10.0,kg,N,20241101110041
20241018,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241104024545
20241021,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241105110052
20241022,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241106030109
20241023,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241107110055
20241024,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241108110102
20241025,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241111090115
20241028,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241112110049
20241029,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241113110033
20241030,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241114120046
20241031,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241115104625
20241101,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241118015923
20241104,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241119111557
20241105,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241120111630
20241106,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241121111556
20241107,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241122111543
20241111,21,250112,역전,25,대전,2501,대전,244,피마늘,22,난지(대서),2,도매,4,상품,51600,,,10.0,kg,N,20241126111557
