PRCE_REG_YMD,MRKT_ESNT_NO,MRKT_CODE,MRKT_NM,CTNP_CODE,CTNP_NM,SGGU_CODE,SGGU_NM,PDLT_CODE,PDLT_NM,SPCS_CODE,SPCS_NM,WSRT_EXMN_SE_CODE,EXMN_SE_NM,BULK_GRAD_CODE,BULK_GRAD_NM,PDLT_PRCE,MTC_SMT_UNIT_MG,MTC_SMT_UNIT_NM,WHSL_SMT_UNIT_MG,WHSL_SMT_UNIT_NM,RTSL_SMT_UNIT_MG,RTSL_SMT_UNIT_NM,EVFD_FMPD_SMT_UNIT_MG,EVFD_FMPD_SMT_UNIT_NM,DCNT_PRCE_YN,ETL_LDG_DT
20231204,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,26910,,,,,10.0,kg,,,Y,20240102062408
20231204,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,51900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
20231205,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,26910,,,,,10.0,kg,,,Y,20240102062408
20231205,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,51900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
20231206,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,26910,,,,,10.0,kg,,,Y,20240102062408
20231206,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,51900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
20231207,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,29900,,,,,10.0,kg,,,Y,20240102062408
20231207,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,59900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
20231208,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,29900,,,,,10.0,kg,,,Y,20240102062408
20231208,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,59900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
20231211,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,29900,,,,,10.0,kg,,,Y,20240102062408
20231211,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,59900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
20231212,41,110402,A-유통,11,서울,1101,서울,111,쌀,10,10kg,1,소매,4,상품,29900,,,,,10.0,kg,,,Y,20240102062408
20231212,41,110402,A-유통,11,서울,1101,서울,111,쌀,1,20kg,1,소매,4,상품,59900,80,kg,20.0,kg,20.0,kg,10.0,kg,Y,20240102062408
